longitude,latitude,loss_year,canopy_pct,lc_class
-49.391276728681014,-8.956466107734839,2017,67,2
-57.63205340755777,-10.611224954787938,2022,95,2
-57.14334664230769,-2.8323765109535737,2009,75,2
-55.46778338619558,-10.162892377175973,2004,92,2
-49.948187192931634,-4.210941975854936,2004,69,9
-55.729234685698984,-2.861662335470001,2016,100,2
-48.982105543900175,-9.949259095311882,2015,44,9
-54.76992886693058,-10.707732811287832,2002,97,2
-53.9744794670183,-10.58563224728725,2006,100,2
-54.65917729119997,-10.43568377793849,2015,82,8
-51.928177577465355,-8.277010062182123,2022,35,9
-50.60606431512072,-9.99896819505912,2017,59,9
-57.49040895967564,-2.963831154291263,2016,99,2
-55.821547764418945,-4.509395023728228,2020,94,10
-59.890755837901885,-9.861340236191758,2001,100,2
-50.32485244324175,-8.566652546612321,2022,8,9
-51.33701054574388,-11.63440781181043,2009,6,9
-49.11829587716855,-4.974192955837687,2014,52,9
-50.768900747751196,-5.024180568490961,2019,96,10
-51.276997571047296,-8.557087045822342,2015,95,9
-55.06858934823584,-6.806565205595762,2012,98,2
-50.60579453640233,-3.8067498234423027,2002,78,8
-53.61109239545617,-9.77265383751692,2001,100,2
-48.02328143561327,-5.6413330895137825,2012,82,9
-56.30195956942263,-5.022233482360127,2008,100,2
-56.99587056685038,-3.3258298932406376,2016,100,2
-57.947578411176075,-11.937631093927715,2004,100,4
-52.541127328141876,-2.9980669151832893,2009,99,8
-54.14394365237185,-2.849677764614163,2016,100,2
-49.85695473320751,-7.397272842481498,2015,74,9
-52.181651830365745,-5.924610233113613,2004,97,2
-54.20395296070804,-3.4239812669130005,2023,100,2
-54.75019074729647,-9.570515788794474,2005,99,2
-48.92774460432863,-3.255148018324562,2005,100,2
-54.61377107522272,-4.166244938634127,2018,100,2
-50.864997839902195,-10.447226551232788,2002,100,2
-55.15842351765788,-1.7180517402924067,2013,100,2
-51.206029378307505,-1.7676330740894235,2014,97,2
-54.59180731086775,-11.680835668254517,2022,100,2
-52.95106532841596,-6.648112879178619,2023,96,2
-58.4396425234412,-10.326298582721737,2008,100,2
-48.02724157092673,-6.234367967501443,2020,92,9
-56.00816327476179,-11.455251838371328,2001,97,2
-48.270617823149735,-6.269558796030874,2016,67,9
-48.110816803027895,-1.6362904448632394,2003,93,2
-56.38425091940244,-4.263609686206585,2014,99,2
-49.16453032777374,-5.820349832905858,2017,47,9
-51.05978320837921,-8.428941884520606,2002,95,2
-55.309686775214296,-6.564345686915419,2016,100,2
-52.2234979064554,-10.360980325394165,2014,43,12
-52.018509464075116,-3.15908829081001,2005,89,9
-48.658461233137295,-2.9413547082750453,2014,10,10
-55.30249141379915,-7.94667621011639,2022,98,2
-53.45427388857129,-3.592912813962778,2008,99,2
-56.069050670139134,-5.144629096637614,2021,99,2
-55.07310586181861,-8.049970307598699,2011,99,2
-55.60785547799165,-11.926985441912601,2004,48,12
-54.217644751772006,-2.9457559846175405,2016,100,2
-48.688643535748575,-1.874827417982681,2002,95,2
-51.67928816809816,-5.840646068709088,2004,95,2
-55.22907742221057,-2.4990187139840105,2001,96,2
-56.811809532269706,-10.165782408195787,2008,99,9
-52.3450607981792,-11.109708118521732,2016,33,9
-59.333059326257555,-3.3416630543275794,2016,89,2
-55.502460564774836,-7.668192152204413,2012,100,2
-50.04524797274649,-3.532707931600766,2020,95,9
-57.80821647574673,-9.680681382530986,2005,97,10
-49.06663052775563,-4.401654093455493,2019,27,9
-51.847624701911485,-6.564255562091598,2008,98,2
-55.39666691587073,-7.911534437147286,2004,100,2
-56.04046196457107,-4.375929206497754,2021,26,8
-51.38926159130187,-10.67960224109299,2012,0,10
-51.11640105518101,-8.332609467978164,2016,11,9
-55.121087889760304,-7.700647297036632,2008,100,2
-49.77900882438264,-4.088523965542053,2002,45,9
-55.307932405034634,-4.187795201116673,2017,35,10
-50.582987588309145,-6.8698627949753135,2004,38,9
-54.46308665551811,-1.7327594286432526,2002,97,8
-53.989740695740096,-1.8165747999932258,2016,93,8
-57.944762305337676,-9.790258028303633,2007,99,8
-51.46401439163634,-8.563720985667894,2005,88,2
-51.748665749294446,-6.920318677237287,2017,100,2
-54.58827365780006,-4.411740427806703,2016,100,2
-54.864336600905965,-2.652024220817729,2011,92,10
-53.3756210149916,-6.569405118718625,2017,100,10
-48.27337570482867,-1.039488154993331,2017,87,8
-55.69127175060802,-1.4639552543467662,2005,100,2
-54.74347797042251,-8.787308289590221,2004,72,8
-54.0841239357576,-11.379357121895433,2023,6,9
-53.42692889567634,-6.33129275284872,2016,100,2
-56.49088467956447,-6.752027684709168,2013,100,2
-51.73490146709975,-6.384785645620537,2021,78,9
-49.37511273861418,-7.965899470479528,2021,18,9
-56.40457297015937,-12.021442225420708,2002,100,4
-49.59836657619868,-11.625222850428978,2022,24,9
-51.866835821740295,-6.560358596067359,2003,90,2
-54.82516132707827,-8.201923768930097,2008,100,9
-57.92255926499637,-10.995340380353857,2004,99,9
-59.85639004903516,-3.4063410278268695,2013,100,2
-50.4779964303875,-4.037620253028114,2010,100,9
-55.846980678875525,-4.424344906816024,2017,100,2
-48.52310185171257,-4.475772721451854,2006,100,2
-54.817800194502276,-2.7959529793149533,2003,93,10
-54.79990921382376,-7.9235007305071985,2011,100,2
-54.11808741952788,-9.775457347725295,2022,100,2
-49.228589248321704,-2.3197759153892674,2009,87,2
-52.531485780552124,-3.0328192956726308,2010,99,8
-52.033686319242854,-1.971784370130072,2019,97,2
-55.07530806730916,-11.59567115198422,2021,100,2
-54.578952515031624,-2.6321350787884454,2020,98,10
-55.354619044700435,-7.991010349759841,2004,100,4
-49.55738333060139,-7.36337400104737,2023,41,9
-51.357136663367285,-3.404258367794634,2018,100,2
-54.19054975500012,-9.900747591068674,2017,99,2
-54.7814372422513,-8.516345167227534,2004,100,4
-55.15625128434797,-6.8776505022676515,2004,99,4
-59.34811954210205,-9.36352098040657,2011,100,2
-55.898743643677214,-4.851477348889239,2009,100,8
-49.270185312575606,-11.268379727000532,2001,29,9
-51.78627620674765,-6.512341438561869,2020,95,8
-51.10407701243363,-3.5230430561159767,2017,82,9
-50.695565765383506,-8.784812267969885,2002,91,9
-51.05978721307778,-10.27389468267408,2003,75,9
-53.41589083305037,-3.255676218000798,2021,100,2
-57.13652226370946,-11.897668643181744,2020,100,2
-50.25306763974483,-10.953148937974346,2017,98,9
-54.72231174439214,-7.682199682407067,2015,100,2
-53.651355514631064,-11.687414532930317,2017,100,2
-59.587939298640535,-7.140567528305765,2006,72,2
-49.017777322241464,-6.380804026414039,2002,35,9
-49.66553459708811,-3.8891524991218107,2017,56,9
-48.36289264478592,-5.72647956288757,2013,73,9
-49.76190122662966,-5.301077200549666,2005,54,9
-49.005921455391054,-4.9511493260606585,2004,91,2
-48.707862858526916,-6.304535604621114,2021,41,9
-49.5008867254764,-2.8018127484855895,2014,8,8
-49.22629720058585,-4.142133084532732,2010,100,8
-50.70760892961409,-5.439002558442947,2022,96,8
-56.664065687460266,-2.872462239037828,2016,100,2
-54.024602534863064,-3.94695190127679,2007,99,2
-48.980606277894005,-2.7061617568091836,2007,99,8
-50.080427357370844,-7.472720183752749,2020,26,9
-51.49422709038527,-9.508274202391647,2003,98,2
-49.960718312784856,-11.35391365064421,2018,25,9
-51.39217008158818,-8.892979654297323,2006,100,2
-55.55488758099547,-11.231925996121115,2015,96,2
-55.39404955541452,-1.7824969021929826,2006,62,8
-55.64856664380973,-7.683329155543032,2010,100,2
-56.353623608255155,-2.3771836207979478,2022,88,8
-48.004177079952804,-3.9403007155842817,2020,53,9
-50.76965272678132,-10.169805859565336,2017,95,2
-49.807533644851695,-4.169037147039771,2006,44,17
-51.019557512065525,-8.335458372029732,2003,99,2
-53.891340440181175,-3.726847550149849,2001,81,9
-48.24259957212757,-2.0475455634715742,2001,98,2
-49.5387975539493,-4.533971901518306,2023,80,11
-52.26272081002562,-6.869102987290554,2001,93,8
-54.119134433055876,-11.321483758631283,2008,100,10
-55.47977335990845,-11.593695660427612,2002,12,10
-53.79513718421941,-11.27806003633803,2016,89,2
-48.94035554353764,-10.54319900361823,2018,16,9
-58.52145255570724,-11.520014964083167,2001,95,9
-59.05576713849375,-9.488719629829204,2006,100,9
-52.230578250311964,-10.062008233893616,2010,53,9
-50.08993982324954,-5.2207004773223336,2011,98,2
-49.04715414700113,-4.183186148561995,2017,81,9
-59.01379252254768,-4.126070276122442,2023,66,2
-48.19075218803861,-10.756838285139013,2020,53,9
-54.51610459821896,-9.690381650386225,2004,93,2
-55.19806950483765,-1.8421212351656207,2020,50,9
-51.05420097010541,-10.441441542501144,2003,33,9
-54.20274904160192,-2.9344414675687696,2016,100,2
-48.77607861037424,-9.294015758182283,2017,91,9
-52.7866890668468,-3.447429290152293,2017,81,8
-57.93786181558875,-10.407405869387363,2004,94,2
-48.30034637286716,-11.953911360832718,2004,55,9
-55.12099361806359,-7.304774721871434,2007,23,9
-50.66507477284778,-7.101553678996535,2018,19,9
-53.47480301413075,-5.702039005949594,2022,100,2
-48.80876787623719,-5.689572009669391,2007,45,9
-49.10357728932587,-3.384491765992547,2018,45,8
-54.92092100750549,-11.61382171624443,2010,84,2
-57.01482623207619,-9.502873049626508,2006,98,10
-59.2733579604975,-3.7409752799192435,2016,78,2
-50.92145018759979,-7.037030063336713,2017,95,2
-48.43290660304935,-2.7136208756335285,2001,90,10
-58.04837943097356,-11.892190037643852,2010,100,2
-55.92599789300143,-10.463785178450264,2001,56,10
-48.42998889669361,-5.7682498268156275,2014,1,9
-52.12071303313768,-6.24194739450956,2008,67,9
-55.01931573949111,-4.248292531120078,2017,96,8
-48.17426104172647,-5.408966390902373,2017,94,8
-48.30323213965436,-5.099099767143843,2023,45,8
-51.5155507956751,-9.573898849398073,2017,98,10
-51.01236579104643,-7.058720602014309,2017,97,2
-51.29661672657527,-6.640648814187375,2012,25,9
-49.93702629021597,-9.973714544157565,2016,0,10
-55.2140531976964,-8.327532275011492,2017,98,2
-49.44736460658515,-7.384192730651138,2017,31,9
-50.27576364620345,-4.227710286013438,2004,84,9
-51.67286689377103,-10.362599890768266,2006,57,9
-50.56704595984969,-4.263078335351629,2019,96,2
-55.3667874682264,-8.041468375987947,2004,100,10
-57.291791597999165,-10.559324165005211,2021,100,2
-54.52349230855511,-3.717496443855325,2022,99,2
-53.67401778059821,-1.4533507830642352,2022,19,9
-50.633482983960576,-7.754864110919568,2002,48,9
-54.03507190767408,-2.272455993808859,2007,92,9
-54.78622371126647,-9.460713904383777,2010,58,8
-48.164602447979064,-8.724018400588502,2018,0,10
-48.783472615022134,-1.989567174566731,2006,99,2
-48.88615407681033,-11.46097641323053,2014,74,9
-50.546602746506764,-3.39069172945286,2021,100,2
-57.62425254061716,-9.543906475883043,2007,88,9
-55.90294762709706,-6.276350583179589,2009,100,2
-52.12780442253267,-3.4670370285932,2005,99,2
-50.289922102174685,-8.764121970121744,2017,85,2
-58.54064763855843,-11.288210932320386,2010,27,9
-48.32006945415187,-1.8295802259404808,2013,99,8
-56.594180027489976,-7.3203383526294035,2016,100,2
-50.4411403565202,-3.481927247854835,2011,100,2
-49.01028623663954,-6.483453482191647,2005,60,9
-51.92087154284405,-6.006863705102107,2018,99,2
-48.83065907855304,-4.817219120409782,2011,89,9
-56.125235221027175,-10.536267974546691,2003,75,10
-55.88809342263041,-1.7275975749579842,2019,53,9
-49.909367138713684,-6.854947986268125,2012,49,9
-53.99445338989589,-10.876325070884189,2019,100,2
-52.638440398486324,-2.0080682176264975,2022,90,8
-54.052265077831905,-11.862066666326944,2019,100,2
-49.533276175699584,-8.68991778887401,2017,97,9
-51.43502995091658,-3.664587595524896,2013,100,2
-53.83632203306727,-3.757248224680342,2015,76,9
-52.545086562414056,-6.864041541190077,2020,96,2
-54.12900173844513,-3.0606004117318064,2016,100,2
-52.89487523600568,-11.173286447546753,2017,100,2
-57.34990621602964,-11.125150436794687,2020,54,9
-58.03501902841405,-10.444161559261438,2012,83,8
-55.78224594275273,-4.033262518498376,2010,56,9
-58.348915365162846,-9.63773684938263,2001,100,2
-57.61305585275397,-10.534194614738563,2004,100,10
-56.91112241191684,-9.510179206527496,2001,73,10
-49.43391619795112,-11.749513112946248,2016,50,9
-58.80963060461225,-10.57261847415049,2013,67,9
-54.62054899150934,-3.945178275767501,2004,16,10
-58.87116395739119,-10.715657590249121,2003,100,2
-49.59982953818078,-6.080504163908639,2001,11,10
-49.90474736643288,-5.031499690168535,2015,99,8
-50.42195801974178,-4.067324859517882,2005,96,2
-58.88858775065617,-9.500401859752433,2013,100,2
-49.101557903842576,-5.866104393212141,2015,64,9
-55.9982016220389,-4.511917897716599,2016,99,2
-59.250092116646485,-6.914902680716875,2017,100,2
-54.410393926090066,-3.5271974308553533,2017,100,2
-51.17460876152595,-9.90333003155611,2017,24,9
-50.559619696848976,-4.7035531585585755,2020,98,8
-50.044389256795434,-3.3627048477785464,2009,100,2
-57.35922798839177,-8.982188160874719,2021,100,2
-52.16330578384708,-9.885733770810454,2020,91,9
-49.245025029972,-5.653889516524926,2023,78,9
-58.68938818412179,-11.159647361256448,2003,30,9
-57.66554015988623,-10.627563005305815,2010,99,8
-59.06244989022529,-10.902160308711345,2018,5,10
-50.990104552012276,-4.087534909632009,2005,100,2
-51.232036586691486,-3.8178736954584447,2014,99,2
-49.920465762211194,-2.5703733784154386,2016,98,2
-53.58454374960934,-9.615639560991388,2019,96,2
-55.009977775166625,-11.748731410656536,2009,100,9
-49.22391188216519,-3.207860158591296,2016,99,2
-54.800359309547076,-3.763982489558802,2020,89,2
-48.531617650259044,-10.045232918372067,2004,50,9
-49.0347911063634,-11.163512876965001,2023,24,9
-50.89710343158558,-8.853417721587453,2005,90,9
-48.050050922231684,-7.2243763864317625,2023,56,10
-50.35864048370464,-9.019447998503816,2017,89,9
-51.32984049634521,-11.78333655677784,2004,9,9
-55.074114361419845,-4.208466255523136,2002,98,2
-48.98584655666566,-9.606174803918663,2014,60,9
-59.003324420049566,-9.802450194023205,2002,99,2
-52.17696254437321,-10.621262018763105,2022,82,10
-55.19549229734009,-8.036521306262514,2022,100,2
-50.16116980644815,-2.5562384473238215,2013,99,2
-56.94795413991949,-7.151999215270723,2018,100,2
-50.91551378661313,-3.9199239508064787,2003,79,2
-54.602274152767805,-1.8685267443169795,2018,32,9
-50.709477134540876,-7.973936572419137,2023,17,2
-58.895152015964186,-9.622839389056855,2008,99,2
-52.15162193032913,-10.007921517758252,2017,82,2
-55.595978384794066,-10.147342464898275,2010,93,9
-53.0873082507311,-1.6085201082448173,2017,13,9
-54.85044988279061,-1.5645224713474257,2001,52,9
-55.516091299822975,-7.313112704509501,2016,100,2
-57.51946528554486,-11.784851121981243,2001,99,2
-49.791216392463795,-9.740440151651399,2016,30,10
-51.409100671261626,-11.704392455553647,2016,61,9
-54.216333535269904,-3.5765170463814964,2023,99,2
-51.57109207972226,-10.31699093296575,2001,78,8
-48.40402692360909,-1.73868387809477,2019,98,2
-54.81552305421006,-11.234116407895891,2022,100,2
-57.67829560346431,-10.384720038487428,2016,100,2
-51.48547877866949,-6.230550218487519,2014,19,9
-51.306098896925796,-5.59295408040399,2018,97,2
-48.727154359260425,-9.286811785155624,2007,47,9
-54.92029113249391,-11.326927994879755,2019,100,2
-55.52007465038531,-7.5805751802934,2013,100,2
-50.794397574789336,-5.207076212536597,2001,56,2
-51.700863448038945,-10.173947568613599,2017,92,2
-55.34620150209414,-7.342801863533937,2012,100,2
-50.8567153193229,-7.22240726074818,2007,98,2
-48.517162245633386,-6.605765272120666,2012,80,9
-55.579986860281366,-6.9113456809076155,2019,100,2
-51.11423043595848,-3.274230631310296,2020,100,9
-50.973580014724064,-4.777770311077007,2007,99,2
-55.42516113166911,-1.8152592108891696,2013,84,8
-48.715317351055425,-5.80987134837209,2013,88,9
-51.64554387848124,-10.290393874574482,2001,78,9
-53.32132109025612,-6.365463321772425,2019,100,2
-50.614395865696416,-7.688549801346107,2003,63,9
-52.18983134426319,-3.4464668505974467,2008,97,8
-51.61044681434802,-3.4197248098664743,2008,100,8
-54.73737546314206,-4.16022651811091,2016,88,8
-55.7858998549357,-7.006975141166421,2019,100,2
-54.389444592990635,-10.042817003756946,2012,89,9
-55.650862600952706,-11.275075532953917,2013,93,2
-54.96263089906415,-2.2204133431045388,2005,100,2
-50.15745933628301,-4.365215235374214,2002,97,2
-59.73722179509193,-7.178909484763581,2016,100,2
-55.449441434416634,-7.669905681946911,2021,100,9
-57.24676600453919,-9.59099712433007,2015,51,9
-55.82323100481164,-11.302848362972707,2004,96,2
-57.2041390216995,-9.78402685920368,2004,75,9
-49.604454639127795,-7.375039361622133,2023,38,10
-54.00004521197378,-1.3625143016852292,2022,22,8
-53.28933846855603,-10.911170935026236,2022,100,2
-51.43744769022837,-6.627954397040143,2020,84,8
-51.93571208929131,-11.274750041399992,2014,54,9
-55.33639520340081,-3.6877295603662112,2016,100,2
-52.721182304633146,-11.315348511961561,2019,93,10
-50.49094284247352,-3.566083382749935,2012,100,2
-55.356704597305644,-11.496124059817634,2019,53,8
-51.01804996378951,-10.628235663921465,2002,56,9
-56.6443356608963,-10.657857446515315,2012,100,2
-49.04002816478329,-3.461677339638174,2005,40,10
-59.40127187540975,-9.52478205990925,2005,100,2
-48.36594763688476,-8.631760321955557,2017,51,9
-53.55767895083199,-10.056426635092967,2006,100,10
-59.02915593075439,-10.33836059199294,2005,100,9
-52.91183025492646,-7.1230873374070365,2020,97,2
-58.06481975764924,-10.475975420858042,2003,100,2
-49.685714862180276,-6.945096434098917,2021,4,9
-52.11263485544591,-10.857658142583853,2002,52,8
-51.64916109431835,-6.20419932999212,2007,98,2
-49.35100002782035,-10.91428841239929,2007,34,9
-48.75373321678135,-2.018655849224611,2016,97,2
-52.5804569605529,-2.697693683511212,2001,99,2
-48.01436420622842,-7.219331597518875,2006,24,9
-53.56338131239523,-5.626842868816766,2022,99,2
-54.02501685254754,-11.358717874095893,2018,98,2
-52.56979296640393,-6.411386305468896,2020,99,8
-57.50734416100449,-9.898262654312331,2018,100,2
-59.6049874481834,-9.217985329227327,2022,100,2
-48.01132903774019,-2.0125684386592866,2023,92,8
-55.732176527365674,-11.153671588367807,2004,56,10
-59.96133997166967,-3.5385004241790967,2012,99,2
-59.49796957521849,-7.232583561020164,2022,93,9
-53.97198924474827,-3.8459596001645386,2001,99,2
-53.829254623601486,-5.8160220535579565,2015,100,2
-56.02066005333665,-9.500567552861959,2011,99,2
-51.36145071814466,-3.17648963626974,2018,99,2
-48.117059029774516,-9.810081027753405,2020,67,9
-59.30126384999605,-9.366527098097007,2003,99,2
-54.48997649899914,-10.749457363428299,2006,33,9
-48.17247935051167,-10.514516390083303,2003,31,9
-48.25748155846834,-11.133041689137398,2002,35,9
-51.45983643745383,-6.414293832021787,2015,40,9
-48.82338767772776,-10.600813226914557,2003,39,9
-52.23959659035904,-3.4736213521032298,2010,79,9
-58.20328700090123,-3.2132582756936876,2013,95,6
-48.45885665618995,-9.43133805621199,2021,58,9
-52.526633294259625,-2.2633105016919313,2011,100,8
-48.382926833863145,-5.279068029937223,2002,71,9
-55.4518269933547,-3.702968187972762,2023,100,2
-54.57378081116495,-3.6167747519557856,2021,98,2
-55.73885000094526,-1.6306902379280543,2023,1,9
-51.15000833394797,-6.809503658120791,2020,54,9
-50.20854967210691,-3.1606723425552574,2023,100,2
-56.06661600678223,-5.106146980315992,2017,100,10
-53.726990035521695,-2.229444055960231,2018,98,2
-58.857463537181054,-6.590245308952281,2022,100,2
-54.9596188823131,-7.9314902971429655,2020,100,2
-55.033417401238076,-1.6942137820907515,2007,100,2
-48.45520023598416,-2.622508349182789,2007,78,9
-58.52294786549685,-10.330951804374168,2003,74,2
-55.393388779042866,-9.706148982767843,2020,89,2
-48.91919878736167,-11.695887814428977,2014,39,10
-51.67261661648698,-9.140050410066994,2007,94,2
-51.54757723235204,-11.996348900053864,2007,95,2
-53.24718909394129,-10.816311623024328,2010,100,2
-57.66086206451539,-9.578818305968193,2016,98,2
-57.12784340680773,-7.244710774761212,2007,75,2
-50.482099141078535,-4.192258624713571,2010,99,8
-48.99538801662364,-2.057276276808884,2023,42,8
-51.78746659452596,-9.433820766962585,2017,90,9
-58.80293958084826,-3.0400921490245616,2014,96,8
-57.2970201822435,-10.412490258684764,2018,100,2
-53.928084193769934,-10.54271194749417,2002,99,2
-51.68421655612168,-5.761302583831174,2020,94,9
-55.73785962679577,-12.035203389402527,2003,30,12
-58.59195724444714,-3.5239442188203975,2015,99,2
-51.29536783257882,-6.022347464187937,2001,65,9
-50.548205052976066,-8.779436675896777,2001,42,9
-51.89705040420557,-2.593232478806586,2011,99,2
-55.150875019893206,-6.652029446371279,2004,99,2
-56.63898451632844,-9.76650024263891,2023,90,2
-57.52341842186765,-9.381176867548673,2020,89,9
-53.420622519893456,-10.473593487242855,2021,100,2
-52.53708244924611,-11.724304528785341,2022,100,2
-52.26391821056365,-6.019588440051314,2007,99,8
-53.56291110403384,-11.876242373074538,2016,98,2
-53.0902088477068,-11.88166171863144,2020,98,2
-49.64300068909903,-9.939418810091594,2015,46,9
-50.774566132016666,-4.5376212263407085,2007,95,2
-51.210960009411885,-9.450857512735743,2023,11,9
-57.0919079094999,-9.803889230862035,2004,92,2
-49.367551572922586,-8.64211491422355,2021,30,10
-58.3663571014381,-9.162252602977452,2022,100,2
-50.936889930543366,-10.451489192882145,2002,99,9
-51.71328684797143,-9.148256449219861,2004,79,2
-50.40997166186303,-3.7563795656275385,2006,80,9
-57.6349304697223,-10.215764726227512,2004,100,9
-54.78356561865442,-11.091965608648598,2020,91,2
-48.436108713585476,-11.365152265921859,2021,28,9
-52.10605407991152,-6.698412515939826,2012,94,8
-49.74293642870217,-4.839395064880967,2006,100,10
-49.90456906464237,-9.81600107245936,2005,92,8
-53.153531277299535,-6.181662346267908,2019,100,2
-54.99258777569334,-10.026595907833494,2012,44,9
-54.346141201874836,-11.405754526482568,2005,100,2
-49.633410546396476,-2.8530733157078383,2015,63,9
-57.784567640118716,-6.042951515780567,2014,100,2
-50.0648989574754,-8.786487598417354,2019,97,9
-54.775379836290526,-8.662563067624385,2005,96,10
-49.17918717088891,-2.3891984384192075,2018,83,2
-52.59596471106667,-1.3771018576051195,2015,57,8
-55.1616141001933,-8.627736049952674,2022,99,10
-55.28592336961932,-6.662368459308222,2019,100,9
-48.7502359931916,-5.65664390538187,2015,78,9
-49.62352230668206,-2.1449329513737334,2002,96,2
-48.24570590219735,-10.567510770160698,2004,35,9
-55.868670803191236,-10.179829752101773,2010,91,9
-55.49013088845003,-6.50852765161848,2013,100,2
-48.0770430523335,-2.47263452790748,2017,32,9
-53.998940960587205,-10.227982229702793,2010,95,2
-48.62128076161566,-7.4251219326860936,2017,54,8
-51.56374014262299,-10.112748991166864,2015,48,9
-49.29590244838547,-6.243146556545862,2001,56,9
-50.20516141510259,-5.527148977681637,2001,29,8
-50.9680684899865,-4.498716008723448,2002,89,2
-54.248356015800596,-1.6994746073608986,2009,93,8
-50.949828954189016,-3.7950270561665977,2017,100,8
-50.097603996180105,-3.682565568977643,2021,99,2
-49.73089864166217,-10.287915436918857,2019,86,8
-50.22083514171536,-9.385781109505562,2004,93,4
-50.736908828043305,-8.228038287003146,2004,31,9
-57.53155740517241,-5.717854881134147,2011,100,2
-56.85509305298621,-9.19724385564652,2012,100,2
-49.7953375405129,-5.65696180523986,2006,92,9
-51.59844912530295,-10.135102986763812,2008,89,2
-48.86218140732549,-5.685073102482811,2002,49,9
-51.787785740251664,-3.322146037355408,2016,34,8
-55.25166577497901,-7.610976958237327,2004,94,2
-51.88401026152234,-10.597871572562626,2003,86,9
-49.426146202794335,-6.4202222306479975,2003,51,9
-49.19572121259715,-11.79863327074863,2015,55,9
-53.42603106691211,-5.852654207872127,2002,100,2
-50.93156091953417,-5.306669923448088,2021,96,2
-50.87258987966905,-8.275376670251536,2019,92,8
-56.383853554760805,-10.910809078085528,2017,99,2
-52.343351583087994,-6.112565239605105,2004,77,2
-57.73045285348233,-11.658928334995508,2016,3,10
-49.116649999282245,-4.201608860750435,2017,44,9
-48.62055031969739,-11.472160139915282,2001,57,9
-48.42190636799542,-2.6911566407348624,2014,49,8
-55.160893682984636,-11.586658498829003,2003,98,9
-52.62363243918377,-6.589827926394783,2003,97,2
-54.16575942404909,-10.639654355274349,2020,100,2
-53.929886474128466,-9.759557088274448,2017,100,2
-58.75462887843647,-11.596496542543848,2013,91,10
-56.80125592481588,-10.288477255683397,2020,99,2
-56.74580548131508,-10.97353788475809,2022,91,2
-52.77182259608138,-7.730635739258769,2017,98,2
-48.36856799313279,-7.949725325535602,2013,23,9
-49.96615890941521,-11.539644838048146,2009,74,9
-48.99592822650575,-4.470394100835505,2017,74,9
-51.648456990431264,-6.414933241508288,2022,30,9
-50.007156277486736,-8.61924655417154,2004,84,8
-50.48680557572978,-3.5267808057203767,2019,31,9
-48.11409196686556,-2.3911162775426766,2008,50,8
-49.67788663791018,-4.248507146913196,2011,49,11
-58.2854523907412,-11.996765045818421,2012,100,10
-51.82836364802588,-11.825299814122447,2017,91,2
-50.39186274671565,-1.6649701561746453,2016,97,2
-59.15081470737187,-11.426501319828683,2005,94,2
-51.45571787671686,-7.986310552349431,2019,98,2
-53.96816021360905,-6.126295383399456,2022,100,2
-50.2472589109989,-3.246011405775208,2006,31,2
-56.90849234341028,-9.404162435101364,2017,98,2
-55.26905766095549,-7.0194773259850205,2007,81,8
-51.83492295577463,-9.877054988867187,2003,92,9
-57.89268014205676,-10.425322857370803,2008,96,2
-50.80706586810759,-4.516173461841445,2009,99,2
-56.74730823327603,-6.72698919207786,2022,100,2
-53.01449868699089,-6.489197013152965,2019,98,2
-52.02692401547258,-3.0648127646080896,2001,97,2
-50.05175778571701,-7.322549562061643,2021,10,9
-48.009232336660105,-6.7407524882087575,2015,52,9
-56.86022106548927,-9.498142278884208,2002,99,9
-55.85148991259329,-4.75835361960987,2020,99,2
-53.735240567995135,-1.4291252308741305,2023,72,8
-54.87751910649785,-6.413107186151905,2012,100,2
-52.145280683739074,-6.807913798050203,2017,94,8
-51.767193990293954,-2.845644036367262,2017,96,2
-55.924185204286054,-2.22730109071788,2017,98,8
-50.131217645231004,-4.150768780711477,2003,28,9
-48.42140288010051,-7.241970055067973,2001,38,9
-57.84408529652611,-9.126007238222932,2004,99,2
-53.588991570713496,-9.659821795470068,2019,99,2
-57.135424856507036,-10.905952912651374,2018,89,2
-49.03781220611066,-4.296207162784722,2015,65,9
-56.190482300057404,-11.627224118416098,2017,2,8
-54.852181107399254,-11.225475101087271,2022,100,2
-52.52492136774038,-11.141956783603831,2008,100,10
-56.085204645097996,-4.415825640654851,2012,99,8
-56.30959647095953,-11.295710587499638,2012,96,8
-58.26830812756033,-3.3912306630834665,2015,100,2
-49.344398811183375,-5.846437189971773,2005,98,9
-54.23638007113319,-4.140662775332317,2016,100,2
-50.0934397463927,-3.361977558822683,2017,100,2
-54.042169755357726,-9.875400075695284,2010,98,2
-50.40587692442203,-3.079586673280763,2021,92,2
-48.12677658305803,-1.2472743077130068,2013,73,8
-49.40647085281236,-8.944266677825603,2017,95,2
-59.73455481455133,-6.7856359316285335,2021,100,4
-54.8383657876145,-7.9566423995173015,2022,100,2
-58.42316081592975,-10.757721496401752,2012,97,9
-57.39816383041499,-10.860902710483883,2022,100,2
-50.57678134243203,-9.295797776506713,2005,95,9
-51.952498129992165,-11.518318538346586,2004,89,4
-53.15715513744227,-3.433216384468562,2015,89,8
-55.51454897018298,-7.591906904235819,2015,100,2
-50.62615936068628,-8.74212166046261,2006,93,9
-50.10206325936105,-6.4590195256716285,2009,46,2
-59.777895889943,-7.009053961122207,2022,100,2
-59.00014120897563,-6.744998576723816,2009,100,2
-56.59891416496117,-9.783704984707908,2016,99,2
